Acres_burned,Fire_cause,FireDiscoveryDateTime,FireOutDateTime,IncidentName,Latitude,Longitude,County,Country,State,Fire_duration,Month,Month_name
110,Equipment,2021/07/09 23:41:00+00,2021/07/24 20:42:00+00,COYOTE ,41.81224,-121.2909,Modoc,US,CA,15,7,Jul
563,Equipment,2021/07/20 18:22:00+00,2021/09/10 16:30:00+00,Black Pine,41.9689,-113.1067,Box Elder,US,UT,52,7,Jul
23,Lightning,2021/07/13 18:54:00+00,2021/07/17 18:40:00+00,ARAPAHOE,43.45941,-108.66,Hot Springs,US,WY,4,7,Jul
0,Lightning,2021/07/20 22:22:41+00,2021/08/02 22:11:00+00,SUNSET,42.43122,-105.1566,Albany,US,WY,13,7,Jul
5,Other Human Cause,2021/07/15 00:41:00+00,2021/08/13 15:13:00+00,Upper Greer,46.38268,-116.0397,Clearwater,US,ID,30,7,Jul
0,Lightning,2021/07/20 20:38:14+00,2021/07/23 21:13:00+00,Sharp Ridge,44.81386,-118.8285,Grant,US,OR,3,7,Jul
2,Lightning,2021/07/05 20:27:00+00,2021/07/07 21:25:00+00,Trail Canyon,42.68954,-111.5192,Caribou,US,ID,2,7,Jul
3,Lightning,2021/06/06 19:25:00+00,2021/06/09 00:00:00+00,Cave Gulch,42.12297,-113.9607,Cassia,US,ID,2,6,Jun
1,Other Human Cause,2021/07/17 07:34:00+00,2021/07/19 18:00:00+00,CORRALS,43.65312,-116.1494,Ada,US,ID,2,7,Jul
19,Lightning,2021/07/20 00:38:38+00,2021/07/28 22:31:59+00,S-1 BELL,41.108517,-119.46385,Washoe,US,NV,9,7,Jul
2098,Cause not found,2021/07/20 18:40:53+00,2021/08/11 20:10:00+00,PEAK,35.38876,-118.4464,Kern,US,CA,22,7,Jul
200,Lightning,2021/07/06 21:16:00+00,2021/08/30 18:40:00+00,Bladder,33.79115,-110.7635,Gila,US,AZ,55,7,Jul
404,Lightning,2021/07/21 06:36:08+00,2021/07/31 22:05:54+00,Olympia Creek,65.155333,-146.412667,Fairbanks North Star,US,AK,11,7,Jul
1,Smoking,2021/07/13 23:13:00+00,2021/07/15 19:33:00+00,GREENWOOD,34.23468,-117.4262,San Bernardino,US,CA,2,7,Jul
205,Lightning,2021/07/13 19:43:00+00,2021/07/21 01:43:00+00,Scotts,34.54812,-114.1879,Mohave,US,AZ,7,7,Jul
26,Lightning,2021/07/14 18:14:59+00,2021/08/23 14:45:00+00,Blacktail Creek,45.20109,-108.1189,Big Horn,US,MT,40,7,Jul
1668,Camping,2021/04/19 21:29:00+00,2021/05/22 00:59:59+00,Bonito Rock,33.71071,-109.6515,Apache,US,AZ,32,4,Apr
29,Lightning,2021/07/06 22:23:00+00,2021/08/30 18:40:00+00,Jumpoff,34.10905,-110.4676,Navajo,US,AZ,55,7,Jul
19,Firearms/Weapons,2021/07/21 02:27:00+00,2021/08/24 00:00:00+00,Stuart Creek 2,64.696,-146.5725,Fairbanks North Star,US,AK,34,7,Jul
0,Other Human Cause,2021/07/16 21:19:00+00,2021/07/19 05:00:00+00,WELL,36.09727,-115.018,Clark,US,NV,2,7,Jul
20,Lightning,2021/07/10 19:50:59+00,2021/08/30 18:40:00+00,Cedar Mesa,34.03106,-110.2755,Navajo,US,AZ,51,7,Jul
9,Incendiary,2021/07/19 23:45:00+00,2021/08/03 19:44:59+00,Green Grass,45.2893,-107.3688,Big Horn,US,MT,15,7,Jul
36,Lightning,2021/06/16 16:42:00+00,2021/07/17 19:25:00+00,McKays,33.96527,-109.785,Apache,US,AZ,31,6,Jun
0,Other Human Cause,2021/07/21 14:38:00+00,2021/07/24 16:04:00+00,EVERETT,41.35537,-122.3096,Siskiyou,US,CA,3,7,Jul
8,Debris/Open Burning,2021/04/21 19:27:00+00,2021/04/29 16:15:00+00,PHILLIPS,44.10841,-116.1125,Boise,US,ID,8,4,Apr
14,Lightning,2021/07/22 18:38:00+00,2021/07/26 16:30:00+00,EL RANCHO,42.28531,-105.0952,Platte,US,WY,4,7,Jul
42,Other Human Cause,2021/07/20 04:12:59+00,2021/07/26 19:57:59+00,HALFWAY HOUSE ,44.324373,-108.907897,Park,US,WY,7,7,Jul
1,Equipment,2021/07/07 01:31:59+00,2021/07/08 18:00:00+00,MM6 HWY67,43.0341,-116.0365,Elmore,US,ID,2,7,Jul
20,Lightning,2021/06/23 22:03:20+00,2021/07/09 22:42:00+00,FAIRCHILD,41.62098,-120.8416,Modoc,US,CA,16,6,Jun
30305,Lightning,2021/07/21 22:31:30+00,2021/09/23 16:46:09+00,Black Hills,63.191416,-142.924122,Southeast Fairbanks,US,AK,64,7,Jul
3,Lightning,2021/07/13 05:47:00+00,2021/07/23 17:00:00+00,SMITH CREEK,44.87905,-107.40186,Sheridan,US,WY,10,7,Jul
0,Camping,2021/07/21 12:57:00+00,2021/07/22 16:37:00+00,Hemlock,46.49564,-86.68162,Alger,US,MI,1,7,Jul
5,Cause not found,2021/07/22 18:46:00+00,2021/08/18 19:53:00+00,Boorman Creek,48.18016,-114.5322,Flathead,US,MT,27,7,Jul
30,Lightning,2021/07/20 22:44:00+00,2021/08/02 22:15:59+00,GOLF COURSE,42.74926,-105.3931,Converse,US,WY,13,7,Jul
163,Debris/Open Burning,2021/06/19 19:21:00+00,2021/07/06 18:20:00+00,Devils Road,45.41578,-116.3662,Idaho,US,ID,17,6,Jun
1,Lightning,2021/07/23 18:12:00+00,2021/07/26 15:59:59+00,DEER CREEK,43.27668,-104.9667,Converse,US,WY,3,7,Jul
1620,Lightning,2021/07/21 21:03:00+00,2021/07/31 00:00:00+00,Lusk,42.59789,-112.6827,Power,US,ID,9,7,Jul
17,Lightning,2021/07/20 04:24:33+00,2021/07/29 20:02:30+00,Paimiut Slough,62.038183,-159.4139,Yukon-Koyukuk,US,AK,10,7,Jul
59,Lightning,2021/07/19 23:25:00+00,2021/08/01 17:00:00+00,Hoover,37.65454,-119.4887,Mariposa,US,CA,13,7,Jul
0,Cause not found,2021/07/24 03:01:00+00,2021/08/09 21:30:00+00,TRAVIS ROAD,46.22071,-119.4435,Benton,US,WA,17,7,Jul
7,Other Human Cause,2021/07/22 04:05:00+00,2021/08/01 18:00:00+00,DURBIN CREEK,44.34803,-117.2862,Baker,US,OR,11,7,Jul
18,Lightning,2021/07/21 01:08:00+00,2021/08/20 16:44:59+00,DUG OUT,43.69854,-117.9961,Malheur,US,OR,31,7,Jul
154,Other Human Cause,2021/07/23 21:54:00+00,2021/09/02 18:20:00+00,NELSON CREEK,47.99905,-117.2305,Spokane,US,WA,41,7,Jul
102,Cause not found,2021/07/25 16:06:06+00,2021/08/28 21:59:59+00,Simmons-Leg,47.13727,-115.3463,Shoshone,US,ID,34,7,Jul
46,Firearms/Weapons,2021/07/24 22:33:00+00,2021/08/09 20:15:00+00,Art Nord,41.21453,-111.7927,Weber,US,UT,16,7,Jul
0,Lightning,2021/07/07 22:50:08+00,2021/07/24 19:53:00+00,Brown Creek,48.29547,-114.5184,Flathead,US,MT,17,7,Jul
0,Other Human Cause,2021/07/16 02:45:59+00,2021/07/16 23:16:59+00,Bowdish Median,48.31984,-114.3347,Flathead,US,MT,1,7,Jul
0,Debris/Open Burning,2021/07/09 23:56:42+00,2021/07/10 23:05:00+00,Driftwood,48.00803,-114.0543,Lake,US,MT,1,7,Jul
24,Cause not found,2021/07/26 00:08:00+00,2021/09/02 20:00:00+00,HARDESTY VALLEY,48.0102,-117.3168,Spokane,US,WA,39,7,Jul
0,Lightning,2021/07/25 23:50:00+00,2021/07/26 01:20:00+00,LONG,34.03904,-116.4544,Riverside,US,CA,0,7,Jul
51,Lightning,2021/07/02 20:22:00+00,2021/08/08 20:42:05+00,Red Rock,39.24353,-108.3708,Mesa,US,CO,37,7,Jul
0,Camping,2021/07/22 22:18:59+00,2021/07/23 01:50:00+00,REN,44.38809,-116.1833,Gem,US,ID,0,7,Jul
18707,Lightning,2021/07/22 07:14:00+00,2021/08/18 14:00:00+00,Devils Creek,47.55047,-107.5964,Garfield,US,MT,27,7,Jul
4,Cause not found,2021/07/24 14:56:00+00,2021/09/21 15:59:59+00,Phantom Creek,47.90739,-92.16551,St. Louis,US,MN,59,7,Jul
1,Equipment,2021/03/29 19:46:00+00,2021/03/30 18:49:59+00,4350,37.79309,-113.1398,Iron,US,UT,1,3,Mar
21,Lightning,2021/07/21 01:34:59+00,2021/08/08 17:00:00+00,Aupuk Creek,68.98967,-154.5841,North Slope,US,AK,19,7,Jul
25,Lightning,2021/07/23 22:07:00+00,2021/08/28 19:31:00+00,Lost Horizon,65.61595,-147.7287,Yukon-Koyukuk,US,AK,36,7,Jul
1,Lightning,2021/07/24 23:13:00+00,2021/07/31 17:00:00+00,Granite Fork,66.81779,-149.003,Yukon-Koyukuk,US,AK,7,7,Jul
5,Lightning,2021/07/22 06:11:00+00,2021/08/28 22:15:59+00,Hard Luck,65.29459,-141.5912,Southeast Fairbanks,US,AK,38,7,Jul
1,Lightning,2021/07/23 03:09:59+00,2021/08/02 23:13:24+00,Haystack 2,65.106783,-147.698617,Fairbanks North Star,US,AK,11,7,Jul
0,Camping,2021/06/27 20:28:00+00,2021/06/27 21:00:00+00,Lower Penstemon,42.19706,-114.2831,Twin Falls,US,ID,0,6,Jun
3,Equipment,2021/07/22 02:15:00+00,2021/07/27 18:59:59+00,Gravity,42.57751,-113.4515,Cassia,US,ID,6,7,Jul
2,Lightning,2021/07/20 19:09:00+00,2021/07/30 23:10:00+00,Rocky Hollow,42.2628,-113.5619,Cassia,US,ID,10,7,Jul
2,Lightning,2021/07/21 21:18:21+00,2021/08/04 21:10:00+00,STEEL,43.79981,-115.31,Elmore,US,ID,14,7,Jul
14,Lightning,2021/07/22 20:40:00+00,2021/07/31 00:00:00+00,Hollow,42.51649,-112.5159,Power,US,ID,8,7,Jul
1,Lightning,2021/07/22 04:19:21+00,2021/08/02 18:59:59+00,Trapper Creek,42.09127,-113.9176,Cassia,US,ID,12,7,Jul
0,Camping,2021/07/04 18:20:00+00,2021/07/04 18:30:00+00,Upper Penstemon,42.193333,-114.285783,Twin Falls,US,ID,0,7,Jul
2322,Other Natural Cause,2021/07/24 22:59:00+00,2021/08/18 14:00:00+00,Rough Draw,45.78469,-106.8093,Rosebud,US,MT,25,7,Jul
121,Equipment,2021/07/26 00:53:00+00,2021/09/23 21:42:00+00,HAZARD HILL,47.82267,-117.4846,Spokane,US,WA,60,7,Jul
203,Lightning,2021/07/21 20:16:59+00,2021/08/02 17:29:59+00,South Carson,42.05168,-113.8384,Cassia,US,ID,12,7,Jul
29,Lightning,2021/07/01 19:19:42+00,2021/07/11 00:23:00+00,Woods Creek,46.1614,-116.791,Ravalli,US,MT,9,7,Jul
1,Cause not found,2021/07/15 00:19:00+00,2021/07/28 21:00:00+00,Alaskan,41.24723,-111.8899,Weber,US,UT,14,7,Jul
5291,Lightning,2021/07/26 23:51:59+00,2021/08/14 21:00:00+00,DEER CREEK 2,44.5257,-105.9615,Campbell,US,WY,19,7,Jul
43,Other Human Cause,2021/06/03 01:37:53+00,2021/06/06 18:59:59+00,COYOTE,33.895775,-116.901498,Riverside,US,CA,4,6,Jun
3,Lightning,2021/07/25 18:57:00+00,2021/07/30 15:00:00+00,Bravo,25.33628,-80.79131,Miami-Dade,US,FL,5,7,Jul
762,Lightning,2021/07/21 19:26:00+00,2021/07/26 14:00:00+00,Shark Slough,25.50772,-80.7585,Miami-Dade,US,FL,5,7,Jul
18,Equipment,2021/07/23 22:23:00+00,2021/08/23 19:34:00+00,Hemlock,48.57726,-114.4506,Flathead,US,MT,31,7,Jul
25,Lightning,2021/06/24 20:48:59+00,2021/07/12 18:45:00+00,Castle Creek,45.82703,-115.9721,Idaho,US,ID,18,6,Jun
13,Equipment,2021/07/13 18:40:00+00,2021/07/15 20:00:00+00,North Hilltop,40.31975,-109.899,Uintah,US,UT,2,7,Jul
1,Debris/Open Burning,2021/06/01 18:50:21+00,2021/06/11 19:43:00+00,Bear Paw,44.9714,-116.283,Adams,US,ID,10,6,Jun
0,Lightning,2021/07/19 03:36:00+00,2021/07/26 17:40:00+00,Badger,43.77635,-103.4475,Custer,US,SD,8,7,Jul
0,Equipment,2021/07/02 21:58:00+00,2021/07/13 00:59:59+00,HWY 95 MM 39,41.50432,-117.7855,Humboldt,US,NV,10,7,Jul
0,Lightning,2021/07/02 15:43:59+00,2021/07/13 00:59:59+00,Jones,40.83103,-119.6086,Washoe,US,NV,10,7,Jul
116,Equipment,2021/07/27 19:47:59+00,2021/08/06 00:00:00+00,Blacktail,43.43155,-111.7148,Bonneville,US,ID,9,7,Jul
118,Equipment,2021/07/18 20:34:58+00,2021/07/29 20:00:00+00,CHICKEN,40.886867,-120.336633,Lassen,US,CA,11,7,Jul
96,Lightning,2021/07/27 21:06:00+00,2021/08/17 19:02:00+00,Soda Lake,42.75473,-110.5373,Sublette,US,WY,21,7,Jul
306,Equipment,2021/07/24 20:25:00+00,2021/08/09 18:00:00+00,Koenig CA,44.62482,-100.5986,Sully,US,SD,16,7,Jul
0,Cause not found,2021/07/26 17:11:00+00,2021/08/01 19:49:00+00,Coleman,42.40366,-120.6582,Lake,US,OR,6,7,Jul
0,Utilities,2021/07/13 16:12:00+00,2021/07/17 19:39:00+00,MP 36,48.31344,-116.4976,Bonner,US,ID,4,7,Jul
1,Lightning,2021/07/20 01:28:51+00,2021/07/28 23:44:29+00,Tin Creek,62.4835,-153.671167,Yukon-Koyukuk,US,AK,9,7,Jul
2,Lightning,2021/07/27 00:52:22+00,2021/08/03 02:22:00+00,MCLAIN,41.87414,-120.5038,Modoc,US,CA,7,7,Jul
34,Lightning,2021/07/20 00:43:17+00,2021/07/28 22:35:42+00,Khuchaynik Creek,62.508333,-154.533833,Yukon-Koyukuk,US,AK,9,7,Jul
0,Undetermined,2021/05/27 19:18:00+00,2021/06/05 17:58:59+00,2095,48.18996,-116.8947,Bonner,US,ID,9,5,May
1,Lightning,2021/06/17 18:46:59+00,2021/06/22 19:34:59+00,Squirrel Road ,48.0169,-116.9826,Bonner,US,ID,5,6,Jun
1,Lightning,2021/07/14 01:33:00+00,2021/08/03 14:00:00+00,Bull,45.32423,-106.6756,Rosebud,US,MT,20,7,Jul
85,Lightning,2021/07/21 22:04:00+00,2021/08/04 14:00:00+00,Canyon,45.26042,-106.8371,Big Horn,US,MT,14,7,Jul
9,Lightning,2021/07/23 02:45:00+00,2021/08/18 14:00:00+00,Cabin Creek,45.57362,-105.9387,Powder River,US,MT,26,7,Jul
265,Cause not found,2021/07/25 19:47:00+00,2021/09/21 15:59:59+00,Fourtown Lake,48.08983,-91.8158,St. Louis,US,MN,58,7,Jul
477,Other Human Cause,2021/07/26 21:58:00+00,2021/08/04 18:00:00+00,Chin,40.015,-114.403,White Pine,US,NV,9,7,Jul
6,Lightning,2021/07/28 01:05:00+00,2021/07/28 19:55:00+00,Cedar Peak,41.18745,-114.9318,Elko,US,NV,1,7,Jul
1,Equipment,2021/07/26 20:28:00+00,2021/07/26 21:59:59+00,Highway 3,40.779533,-115.8845,Elko,US,NV,0,7,Jul
1,Utilities,2021/07/27 22:12:59+00,2021/07/28 03:00:00+00,Willington,40.70131,-115.5297,Elko,US,NV,0,7,Jul
1,Equipment,2021/07/26 18:53:00+00,2021/07/26 21:59:59+00,Highway 1,40.816667,-115.8,Elko,US,NV,0,7,Jul
0,Lightning,2021/07/28 14:08:00+00,2021/08/04 18:00:00+00,Mitten,39.916467,-114.421617,White Pine,US,NV,7,7,Jul
0,Equipment,2021/07/26 20:19:59+00,2021/07/26 21:59:59+00,Highway 2,40.78025,-115.88205,Elko,US,NV,0,7,Jul
11,Incendiary,2021/05/02 03:53:00+00,2021/05/09 15:00:00+00,BIA 2 CHEVRON,36.4561,-114.5319,Clark,US,NV,7,5,May
2,Lightning,2021/07/28 00:56:00+00,2021/08/06 00:00:00+00,Wide Hollow,42.57631,-111.8774,Caribou,US,ID,9,7,Jul
0,Equipment,2021/07/26 23:09:00+00,2021/08/06 00:59:59+00,Boulevard,40.95542,-117.7558,Humboldt,US,NV,10,7,Jul
1,Lightning,2021/07/27 18:46:00+00,2021/08/05 23:19:00+00,Yosemite Creek,37.8531,-119.5918,Mariposa,US,CA,9,7,Jul
12,Equipment,2021/07/01 00:00:00+00,2021/07/01 03:00:00+00,Edge Hill - Wibaux,46.75594,-104.1439,Wibaux,US,MT,0,7,Jul
861,Lightning,2021/07/19 02:41:00+00,2021/07/23 00:59:59+00,GLASS ,36.93333,-116.4164,Nye,US,NV,4,7,Jul
480,Equipment,2021/07/28 17:35:00+00,2021/07/30 18:30:00+00,PUMP JACK,43.90533,-105.6166,Campbell,US,WY,2,7,Jul
155,Lightning,2021/07/14 02:15:57+00,2021/08/26 16:14:00+00,Mulligan 1,46.97774,-115.6285,Shoshone,US,ID,44,7,Jul
35,Lightning,2021/07/09 00:51:59+00,2021/08/17 00:00:00+00,Badger Creek,47.03772,-115.4943,Shoshone,US,ID,39,7,Jul
66134,Other Natural Cause,2021/07/27 19:33:00+00,2021/09/13 18:27:59+00,P F,45.90461,-107.3676,Big Horn,US,MT,48,7,Jul
0,Lightning,2021/07/30 22:34:59+00,2021/08/04 20:03:00+00,Warrick,48.02156,-109.5241,Blaine,US,MT,5,7,Jul
40,Lightning,2021/07/17 00:39:33+00,2021/09/15 00:00:00+00,Trail 40,47.00437,-115.5619,Shoshone,US,ID,60,7,Jul
0,Lightning,2021/07/31 01:24:00+00,2021/07/31 18:30:00+00,LUCE DRAW,43.84922,-104.4256,Weston,US,WY,1,7,Jul
5,Lightning,2021/07/22 16:57:59+00,2021/07/24 15:46:59+00,Goldfinch,47.599383,-108.618917,Fergus,US,MT,2,7,Jul
114,Lightning,2021/07/22 14:58:59+00,2021/07/24 20:23:00+00,Glaring Hare,47.5672,-107.96445,Phillips,US,MT,2,7,Jul
3,Cause not found,2021/07/30 17:11:23+00,2021/09/21 15:59:59+00,Vivid Lake,47.9915,-91.36466,Lake,US,MN,53,7,Jul
0,Incendiary,2021/07/21 06:24:00+00,2021/07/27 21:14:59+00,First Creek,47.13241,-114.7745,Mineral,US,MT,7,7,Jul
52,Cause not found,2021/07/30 20:05:00+00,2021/09/18 23:00:00+00,Gatlin Gulch,46.18024,-112.1841,Jefferson,US,MT,50,7,Jul
3,Other Human Cause,2021/07/25 18:30:00+00,2021/07/26 19:59:00+00,SPRING CREEK,44.44265,-109.0075,Park,US,WY,1,7,Jul
0,Cause not found,2021/07/31 22:20:00+00,2021/08/23 23:44:00+00,FIELDS,47.08185,-119.5665,Grant,US,WA,23,7,Jul
98,Cause not found,2021/07/29 20:08:00+00,2021/07/29 21:00:00+00,Little AP,26.07477,-81.2087,Collier,US,FL,0,7,Jul
0,Cause not found,2021/07/30 17:03:59+00,2021/09/21 15:59:59+00,Bunggee,48.16,-91.85883,St. Louis,US,MN,53,7,Jul
394,Lightning,2021/07/31 20:45:00+00,2021/08/03 20:31:00+00,WARM OIL,43.62538,-108.157,Hot Springs,US,WY,3,7,Jul
0,Lightning,2021/07/26 20:58:10+00,2021/09/21 15:59:59+00,Ima,47.99958,-91.27254,Lake,US,MN,57,7,Jul
33,Other Human Cause,2021/08/01 20:26:12+00,2021/08/05 00:59:59+00,QUEEN,33.055995,-116.523271,San Diego,US,CA,3,8,Aug
40,Lightning,2021/05/05 22:44:00+00,2021/05/10 21:40:00+00,Twitch,46.96549,-103.4604,Billings,US,ND,5,5,May
586,Lightning,2021/08/01 01:04:00+00,2021/08/03 18:00:00+00,HOLLOW ,44.08571,-116.5089,Payette,US,ID,3,8,Aug
4,Lightning,2021/05/30 19:40:25+00,2021/06/19 20:35:00+00,Driveway,43.87278,-118.7595,Harney,US,OR,20,5,May
17,Lightning,2021/07/31 21:20:59+00,2021/08/14 00:00:00+00,Cow Hollow ,42.14274,-111.128,Bear Lake,US,ID,13,7,Jul
1,Equipment,2021/08/01 00:22:00+00,2021/08/01 02:00:00+00,Rim - Dawson,47.33393,-105.3899,Dawson,US,MT,0,8,Aug
1,Equipment,2021/07/30 23:05:00+00,2021/07/31 00:59:59+00,Roller - Dawson,47.17294,-104.534,Dawson,US,MT,0,7,Jul
98,Other Natural Cause,2021/07/31 01:02:00+00,2021/08/18 14:00:00+00,Indigo,45.75232,-106.6562,Rosebud,US,MT,18,7,Jul
165,Lightning,2021/07/22 06:12:00+00,2021/08/28 22:15:59+00,Red Stream,65.35542,-141.6054,Southeast Fairbanks,US,AK,38,7,Jul
885,Equipment,2021/07/30 21:04:00+00,2021/08/18 14:00:00+00,MM 46,46.41951,-104.9633,Custer,US,MT,19,7,Jul
2,Lightning,2021/07/22 19:20:00+00,2021/07/22 21:00:00+00,Time - Wibaux,46.71894,-104.3669,Wibaux,US,MT,0,7,Jul
2,Lightning,2021/07/22 21:30:00+00,2021/07/23 00:00:00+00,Lost in Time - Wibaux,46.72001,-104.3679,Wibaux,US,MT,0,7,Jul
1,Equipment,2021/07/30 23:58:59+00,2021/08/06 00:00:00+00,Marsh Creek,42.74716,-112.226,Bannock,US,ID,6,7,Jul
7,Utilities,2021/07/31 17:35:59+00,2021/08/18 14:00:00+00,Pine Hill,46.74177,-104.5689,Wibaux,US,MT,18,7,Jul
0,Camping,2021/04/05 22:39:00+00,2021/04/06 17:29:59+00,West Fork ,43.66672,-114.4521,Blaine,US,ID,1,4,Apr
10,Lightning,2021/05/01 14:47:00+00,2021/05/10 23:11:00+00,Nelson,46.96415,-103.4092,Billings,US,ND,9,5,May
0,Equipment,2021/07/12 22:31:59+00,2021/07/20 23:00:00+00,MORMON MESA,36.74645,-114.413,Clark,US,NV,8,7,Jul
0,Cause not found,2021/07/30 01:53:30+00,2021/08/03 17:57:00+00,Bear Hollow,44.92224,-120.1146,Wheeler,US,OR,5,7,Jul
5,Railroad,2021/07/29 21:53:00+00,2021/08/09 02:05:00+00,Kimama 2,42.82641,-113.7857,Lincoln,US,ID,10,7,Jul
5,Railroad,2021/07/29 20:00:59+00,2021/08/06 18:00:00+00,Kimama,42.8314,-113.7873,Lincoln,US,ID,8,7,Jul
8,Railroad,2021/07/29 21:54:00+00,2021/08/04 18:00:00+00,Kimama 3,42.81428,-113.7558,Lincoln,US,ID,6,7,Jul
843,Lightning,2021/07/03 20:08:00+00,2021/08/02 14:00:00+00,Right,45.08566,-105.1891,Powder River,US,MT,30,7,Jul
0,Lightning,2021/07/30 03:20:40+00,2021/08/20 00:59:59+00,Nielson,41.873833,-113.706667,Box Elder,US,UT,21,7,Jul
0,Lightning,2021/07/30 20:35:24+00,2021/07/31 18:00:00+00,Fracas,36.64627,-112.2478,Coconino,US,AZ,1,7,Jul
921,Lightning,2021/07/28 20:51:00+00,2021/09/14 21:40:00+00,DEER,43.6097,-115.9311,Boise,US,ID,48,7,Jul
772,Lightning,2021/07/30 15:16:00+00,2021/08/12 19:57:00+00,JOHNSON RIDGE 0700 RN,45.12056,-120.9607,Wasco,US,OR,13,7,Jul
1250,Lightning,2021/07/30 00:54:00+00,2021/08/12 19:56:00+00,DEEP CREEK 0685 RN,45.04987,-120.8112,Wasco,US,OR,14,7,Jul
0,Camping,2021/07/18 18:43:00+00,2021/07/18 19:05:00+00,Galena Summit,43.87492,-114.716,Blaine,US,ID,0,7,Jul
840,Lightning,2021/07/30 00:52:00+00,2021/08/05 17:23:00+00,0684 RN,44.92188,-120.9464,Wasco,US,OR,7,7,Jul
1,Equipment,2021/07/28 22:21:00+00,2021/07/29 00:10:00+00,Golf Course,42.63,-114.4717,Jerome,US,ID,0,7,Jul
133,Cause not found,2021/07/30 18:52:00+00,2021/09/16 22:10:00+00,Sugar Cane,44.93296,-115.2885,Valley,US,ID,48,7,Jul
0,Other Human Cause,2021/07/26 18:04:00+00,2021/07/28 18:00:00+00,TIO,43.52144,-116.5881,Canyon,US,ID,2,7,Jul
55,Cause not found,2021/07/31 17:15:00+00,2021/09/21 16:57:00+00,MOLYBDENITE,48.69218,-117.2346,Pend Oreille,US,WA,52,7,Jul
24,Incendiary,2021/07/31 22:46:00+00,2021/09/14 20:00:00+00,Exit 530,45.325,-107.343,Big Horn,US,MT,45,7,Jul
0,Other Human Cause,2021/08/02 21:36:59+00,2021/08/06 19:12:59+00,0723 RN,44.0833,-121.0825,Jefferson,US,OR,4,8,Aug
98,Lightning,2021/07/05 16:18:00+00,2021/08/03 12:59:59+00,Graveyard,46.19637,-106.1539,Custer,US,MT,29,7,Jul
28,Lightning,2021/07/31 00:24:00+00,2021/08/05 16:18:00+00,Bear Creek,41.84474,-115.54937,Elko,US,NV,6,7,Jul
22,Lightning,2021/07/30 23:56:00+00,2021/07/31 21:04:59+00,Big Butte,41.15207,-116.5866,Elko,US,NV,1,7,Jul
2,Cause not found,2021/07/30 22:42:00+00,2021/08/05 03:00:00+00,Lee,40.548,-115.414,Elko,US,NV,5,7,Jul
1,Cause not found,2021/07/30 20:11:00+00,2021/08/06 22:28:00+00,Mariner,39.62728,-119.9158,Washoe,US,NV,7,7,Jul
2,Lightning,2021/07/30 00:46:00+00,2021/08/04 18:00:00+00,Bothwick,39.501,-115.0225,White Pine,US,NV,6,7,Jul
7,Lightning,2021/07/06 00:09:00+00,2021/07/06 03:00:00+00,Watembach - Wibaux ,46.78094,-104.2589,Wibaux,US,MT,0,7,Jul
0,Lightning,2021/07/14 14:12:40+00,2021/07/17 16:34:59+00,Scarlet Mountain,47.4709,-113.0231,Lewis and Clark,US,MT,3,7,Jul
33,Other Human Cause,2021/04/23 21:54:00+00,2021/04/25 14:24:00+00,CN George,31.10594,-86.50584,Covington,US,AL,2,4,Apr
885,Lightning,2021/08/01 21:20:00+00,2021/09/03 01:52:00+00,South Fork,65.29951,-144.4033,Yukon-Koyukuk,US,AK,32,8,Aug
0,Cause not found,2021/08/03 02:33:15+00,2021/08/04 17:06:59+00,Antelope Spring,44.54199,-120.3761,Wheeler,US,OR,2,8,Aug
1,Lightning,2021/07/26 01:56:00+00,2021/08/03 19:50:59+00,Jones Creek,39.37749,-119.8345,Washoe,US,NV,9,7,Jul
401,Equipment,2021/07/31 20:25:00+00,2021/08/14 18:30:00+00,Calico,43.09937,-102.582,Oglala Lakota,US,SD,14,7,Jul
16,Other Human Cause,2021/04/21 14:00:00+00,2021/04/26 12:00:00+00,TL SCHOOL HOUSE C,33.13893,-86.08588,Clay,US,AL,5,4,Apr
2828,Lightning,2021/08/01 03:36:21+00,2021/09/27 20:37:14+00,Salcha River 2,64.8786,-145.2116,Fairbanks North Star,US,AK,58,8,Aug
27178,Cause not found,2021/08/01 17:13:59+00,2021/08/20 19:27:00+00,Taylor,47.4519,-109.6392,Fergus,US,MT,19,8,Aug
5,Other Human Cause,2021/07/05 20:00:00+00,2021/07/05 23:00:00+00,Poplar Bridge - Richland,48.06319,-105.0313,Richland,US,MT,0,7,Jul
5,Cause not found,2021/07/29 03:41:20+00,2021/08/13 19:24:00+00,Packard,43.66658,-122.5437,Lane,US,OR,16,7,Jul
22,Equipment,2021/08/03 19:36:00+00,2021/09/09 20:00:59+00,Moco CA,44.10712,-100.117,Lyman,US,SD,37,8,Aug
15,Other Human Cause,2021/03/08 00:58:00+00,2021/03/24 20:00:00+00,OK Hwy 50,32.958917,-87.4878,Hale,US,AL,17,3,Mar
53,Other Human Cause,2021/02/25 17:48:59+00,2021/03/24 20:00:00+00,OK Research,32.92858,-87.40111,Bibb,US,AL,27,2,Feb
67,Lightning,2021/08/02 21:55:00+00,2021/08/10 15:00:00+00,SQUAW MOUNTAIN,41.35967,-106.5462,Platte,US,WY,8,8,Aug
27,Lightning,2021/07/21 04:26:00+00,2021/08/04 14:00:00+00,Cell,45.49574,-104.501,Carter,US,MT,14,7,Jul
